text,doc_type,label,amount
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Alice Hakizimana,
RE: Your TIN 954059995 – Notice of assessment
We write with reference to your account for the period 2022. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,5694671.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Solange Nkurunziza
TIN: 471904990
Tax Period: 2023
Output VAT: 3906729 RWF
Input VAT: 993236 RWF
Net VAT Payable: 2913493 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,3310787.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Umucyo Pharmacy
TIN: 360337343
Month: 2020-11
Total Employees: 64
Gross Salaries: 1328796 RWF
PAYE Withheld: 398639 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,1328796.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Michel Uwimana,
RE: Your TIN 105563528 – Notice of assessment
We write with reference to your account for the period 2024-03. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,13719310.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Eric Habimana (TIN: 925412179) has no outstanding tax obligations as of 2020-11. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,3880227.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Rwanda Fresh Ltd
TIN: 997866344
Financial Year: 2023
Taxable Income: 6961575 RWF
CIT at 30%: 2088472 RWF
Advance Tax Paid: 696158 RWF
Balance Due: 1392315 RWF",cit_filing,filing,6961575.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Alice Bizimana
TIN: 587853601
Period: 2024-09
Overpaid Amount: 13998512 RWF
Reason: Excess VAT input credits
Bank Account: 948102
Bank: Bank of Kigali",refund_request,declaration,13998512.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Solange Umubyeyi
TIN: 796091085
Month: 2022
Total Employees: 80
Gross Salaries: 6720747 RWF
PAYE Withheld: 2016224 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,6720747.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Remera Electronics
TIN: 987973565
Period: 2023-09
Overpaid Amount: 2611077 RWF
Reason: Excess VAT input credits
Bank Account: 439320
Bank: Bank of Kigali",refund_request,declaration,2611077.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Emmanuel Kamanzi
TIN: 579678614
Period: 2022-06
Nature of Payment: Services
Gross Amount: 6466569 RWF
WHT Rate: 15%
Tax Withheld: 969985 RWF",withholding_tax,declaration,6466569.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Marie Umubyeyi
TIN: 429430802
Period: 2021-07
Nature of Payment: Services
Gross Amount: 12876638 RWF
WHT Rate: 15%
Tax Withheld: 1931496 RWF",withholding_tax,declaration,12876638.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Claudine Kamanzi (TIN: 243418388) has no outstanding tax obligations as of 2023-03. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,22526184.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Isange Distributors
TIN: 918040539
Period: 2021-11
This notice informs you of a penalty of 1037316 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,10373161.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Chantal Hakizimana
TIN: 642762599
Period: 2021-10
Overpaid Amount: 948847 RWF
Reason: Excess VAT input credits
Bank Account: 851742
Bank: Bank of Kigali",refund_request,declaration,948847.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Ruliba Ceramics
TIN: 578333394
Period: 2020
Overpaid Amount: 2734347 RWF
Reason: Excess VAT input credits
Bank Account: 805448
Bank: Bank of Kigali",refund_request,declaration,2734347.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Remera Electronics (TIN: 373221357) has no outstanding tax obligations as of 2020. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,429168.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Inzora Tech
TIN: 606882594
Tax Period: 2020-05
Output VAT: 8703778 RWF
Input VAT: 2212825 RWF
Net VAT Payable: 6490953 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,7376083.0
"FINANCIAL STATEMENTS
Remera Electronics
TIN: 503346325
Year Ended: 2020-11
Total Revenue: 10429388 RWF
Total Expenses: 7300572 RWF
Net Profit Before Tax: 3128816 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,10429388.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Pierre Kamanzi
TIN: 996382881
Period: 2020-01
This notice informs you of a penalty of 315882 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,3158822.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Alice Uwimana
TIN: 395976645
Period: 2021-12
Nature of Payment: Services
Gross Amount: 213739 RWF
WHT Rate: 15%
Tax Withheld: 32061 RWF",withholding_tax,declaration,213739.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Diane Habimana
TIN: 579362443
Period: 2024-11
Nature of Payment: Services
Gross Amount: 299505 RWF
WHT Rate: 15%
Tax Withheld: 44926 RWF",withholding_tax,declaration,299505.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Chantal Habimana
TIN: 250469429
Period: 2024
This notice informs you of a penalty of 1245838 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,12458381.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Ruliba Ceramics (TIN: 337342839) has no outstanding tax obligations as of 2023. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,4117747.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Alice Ndayishimiye,
RE: Your TIN 943751263 – Meeting invitation
We write with reference to your account for the period 2024-06. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,2673433.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Solange Uwimana
TIN: 965195567
Period: 2023-01
Nature of Payment: Services
Gross Amount: 17226800 RWF
WHT Rate: 15%
Tax Withheld: 2584020 RWF",withholding_tax,declaration,17226800.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Eric Nkurunziza (TIN: 582954920) has no outstanding tax obligations as of 2022-02. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,8892352.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Isange Distributors
TIN: 614745610
Period: 2021-06
Nature of Payment: Services
Gross Amount: 12034158 RWF
WHT Rate: 15%
Tax Withheld: 1805124 RWF",withholding_tax,declaration,12034158.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Isange Distributors,
RE: Your TIN 525880424 – Objection response
We write with reference to your account for the period 2021-09. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,1713810.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Yvonne Umubyeyi (TIN: 205879779) has no outstanding tax obligations as of 2023-06. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,2365775.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Innocent Niyomugabo
TIN: 721849977
Financial Year: 2023
Taxable Income: 2051383 RWF
CIT at 30%: 615415 RWF
Advance Tax Paid: 205138 RWF
Balance Due: 410277 RWF",cit_filing,filing,2051383.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Chantal Umubyeyi
TIN: 876914430
Audit Period: 2023
Scope: VAT, PAYE, CIT
Findings: No irregularities found
Recommended Action: Refer for further investigation",audit_report,filing,7973129.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Rwanda Fresh Ltd
TIN: 662581035
Period: 2020-02
This notice informs you of a penalty of 556635 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,5566349.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Pierre Habimana
TIN: 334848459
Period: 2024-08
Nature of Payment: Services
Gross Amount: 4859517 RWF
WHT Rate: 15%
Tax Withheld: 728928 RWF",withholding_tax,declaration,4859517.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Nyabugogo Transport
TIN: 112724887
Tax Period: 2020-09
Output VAT: 4586108 RWF
Input VAT: 1165960 RWF
Net VAT Payable: 3420148 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,3886532.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Marie Hakizimana
TIN: 259877461
Financial Year: 2021-04
Taxable Income: 1504558 RWF
CIT at 30%: 451367 RWF
Advance Tax Paid: 150456 RWF
Balance Due: 300912 RWF",cit_filing,filing,1504558.0
"FINANCIAL STATEMENTS
Umucyo Pharmacy
TIN: 848651792
Year Ended: 2021-05
Total Revenue: 9465004 RWF
Total Expenses: 6625503 RWF
Net Profit Before Tax: 2839501 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,9465004.0
"FINANCIAL STATEMENTS
Yvonne Habimana
TIN: 783703040
Year Ended: 2020
Total Revenue: 3514320 RWF
Total Expenses: 2460024 RWF
Net Profit Before Tax: 1054296 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,3514320.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Chantal Niyomugabo
TIN: 610564546
Tax Period: 2022-01
Output VAT: 6863888 RWF
Input VAT: 1745056 RWF
Net VAT Payable: 5118832 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,5816854.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Claudine Niyomugabo
TIN: 254824511
Audit Period: 2023
Scope: VAT, PAYE, CIT
Findings: Minor discrepancies noted
Recommended Action: Refer for further investigation",audit_report,filing,4200086.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Inzora Tech
TIN: 637722224
Financial Year: 2022
Taxable Income: 1370765 RWF
CIT at 30%: 411230 RWF
Advance Tax Paid: 137076 RWF
Balance Due: 274153 RWF",cit_filing,filing,1370765.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Patrick Umubyeyi
TIN: 626781451
Audit Period: 2021-06
Scope: VAT, PAYE, CIT
Findings: Significant underpayment identified
Recommended Action: Refer for further investigation",audit_report,filing,2403435.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Claudine Nkurunziza
TIN: 188087644
Period: 2022-03
Overpaid Amount: 7709845 RWF
Reason: Excess VAT input credits
Bank Account: 478221
Bank: Bank of Kigali",refund_request,declaration,7709845.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Patrick Umubyeyi
TIN: 486458467
Month: 2022
Total Employees: 119
Gross Salaries: 1087531 RWF
PAYE Withheld: 326259 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,1087531.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Innocent Nkurunziza
TIN: 740942859
Tax Period: 2024-06
Output VAT: 132263 RWF
Input VAT: 33626 RWF
Net VAT Payable: 98637 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,112087.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Emmanuel Uwimana
TIN: 249078381
Period: 2022
This notice informs you of a penalty of 83874 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,838739.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Kimironko Supermarket,
RE: Your TIN 370260533 – Notice of assessment
We write with reference to your account for the period 2021-12. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,4554627.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Bugesera Dairy
TIN: 765926290
Tax Period: 2023-06
Output VAT: 3381884 RWF
Input VAT: 859801 RWF
Net VAT Payable: 2522083 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,2866003.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Isange Distributors
TIN: 614332794
Period: 2022-03
Overpaid Amount: 17374717 RWF
Reason: Excess VAT input credits
Bank Account: 703853
Bank: Bank of Kigali",refund_request,declaration,17374717.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Patrick Ndayishimiye
TIN: 491932454
Period: 2020
Nature of Payment: Services
Gross Amount: 29557983 RWF
WHT Rate: 15%
Tax Withheld: 4433697 RWF",withholding_tax,declaration,29557983.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Isange Distributors,
RE: Your TIN 570787423 – Notice of assessment
We write with reference to your account for the period 2022. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,9462403.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Eric Uwimana (TIN: 867979226) has no outstanding tax obligations as of 2023. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,23439035.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Kimironko Supermarket
TIN: 853374076
Tax Period: 2024-10
Output VAT: 582987 RWF
Input VAT: 148217 RWF
Net VAT Payable: 434770 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,494057.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Eric Ndayishimiye
TIN: 908186980
Period: 2022
Overpaid Amount: 569067 RWF
Reason: Excess VAT input credits
Bank Account: 567432
Bank: Bank of Kigali",refund_request,declaration,569067.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Michel Niyomugabo
TIN: 841351411
Audit Period: 2024-03
Scope: VAT, PAYE, CIT
Findings: Minor discrepancies noted
Recommended Action: Issue penalty notice",audit_report,filing,174347.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Alice Umubyeyi
TIN: 942103498
Financial Year: 2021-09
Taxable Income: 3282869 RWF
CIT at 30%: 984861 RWF
Advance Tax Paid: 328287 RWF
Balance Due: 656574 RWF",cit_filing,filing,3282869.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Michel Nkurunziza
TIN: 124250578
Month: 2022
Total Employees: 194
Gross Salaries: 8098443 RWF
PAYE Withheld: 2429533 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,8098443.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Emmanuel Umubyeyi
TIN: 348952994
Financial Year: 2023
Taxable Income: 5164912 RWF
CIT at 30%: 1549474 RWF
Advance Tax Paid: 516491 RWF
Balance Due: 1032982 RWF",cit_filing,filing,5164912.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Kigali Trading Co
TIN: 856704108
Period: 2021
Overpaid Amount: 6132922 RWF
Reason: Excess VAT input credits
Bank Account: 483561
Bank: Bank of Kigali",refund_request,declaration,6132922.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Marie Bizimana
TIN: 820160169
Audit Period: 2023-09
Scope: VAT, PAYE, CIT
Findings: Significant underpayment identified
Recommended Action: Issue penalty notice",audit_report,filing,1930047.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Inyange Industries
TIN: 973744799
Audit Period: 2022-10
Scope: VAT, PAYE, CIT
Findings: No irregularities found
Recommended Action: None",audit_report,filing,5625387.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Pierre Hakizimana
TIN: 517109257
Financial Year: 2023
Taxable Income: 2470188 RWF
CIT at 30%: 741056 RWF
Advance Tax Paid: 247019 RWF
Balance Due: 494038 RWF",cit_filing,filing,2470188.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Amahoro Construction
TIN: 300895568
Financial Year: 2022-08
Taxable Income: 10081782 RWF
CIT at 30%: 3024535 RWF
Advance Tax Paid: 1008178 RWF
Balance Due: 2016356 RWF",cit_filing,filing,10081782.0
"FINANCIAL STATEMENTS
Ruliba Ceramics
TIN: 801228319
Year Ended: 2023-07
Total Revenue: 2736108 RWF
Total Expenses: 1915276 RWF
Net Profit Before Tax: 820832 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,2736108.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Umucyo Pharmacy
TIN: 413629152
Tax Period: 2020
Output VAT: 2068653 RWF
Input VAT: 525929 RWF
Net VAT Payable: 1542724 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,1753096.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Marie Bizimana
TIN: 932271276
Period: 2024-06
This notice informs you of a penalty of 711907 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,7119073.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Umucyo Pharmacy
TIN: 419662531
Month: 2020
Total Employees: 27
Gross Salaries: 9959746 RWF
PAYE Withheld: 2987924 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,9959746.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Nyabugogo Transport
TIN: 278221407
Period: 2024-03
Overpaid Amount: 8447421 RWF
Reason: Excess VAT input credits
Bank Account: 725850
Bank: Bank of Kigali",refund_request,declaration,8447421.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Solange Bizimana
TIN: 410669201
Period: 2024-05
This notice informs you of a penalty of 366200 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,3662005.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Amahoro Construction (TIN: 853150998) has no outstanding tax obligations as of 2021. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,1993753.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Nyabugogo Transport
TIN: 502838221
Period: 2023-02
Overpaid Amount: 10656532 RWF
Reason: Excess VAT input credits
Bank Account: 828449
Bank: Bank of Kigali",refund_request,declaration,10656532.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Masaka Textiles
TIN: 451424185
Audit Period: 2024-01
Scope: VAT, PAYE, CIT
Findings: Significant underpayment identified
Recommended Action: Issue penalty notice",audit_report,filing,9442058.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Remera Electronics
TIN: 333893106
Month: 2023-04
Total Employees: 77
Gross Salaries: 1999424 RWF
PAYE Withheld: 599827 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,1999424.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Rwanda Fresh Ltd,
RE: Your TIN 149330844 – Meeting invitation
We write with reference to your account for the period 2020-11. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,3127060.0
"FINANCIAL STATEMENTS
Solange Uwimana
TIN: 797929178
Year Ended: 2022-03
Total Revenue: 10511420 RWF
Total Expenses: 7357994 RWF
Net Profit Before Tax: 3153426 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,10511420.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Inyange Industries
TIN: 155606161
Audit Period: 2023-11
Scope: VAT, PAYE, CIT
Findings: Minor discrepancies noted
Recommended Action: Refer for further investigation",audit_report,filing,6060562.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Yvonne Nkurunziza
TIN: 242485313
Month: 2024-04
Total Employees: 7
Gross Salaries: 2994538 RWF
PAYE Withheld: 898361 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,2994538.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Umucyo Pharmacy
TIN: 511318205
Financial Year: 2020-12
Taxable Income: 594621 RWF
CIT at 30%: 178386 RWF
Advance Tax Paid: 59462 RWF
Balance Due: 118924 RWF",cit_filing,filing,594621.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Amahoro Construction
TIN: 173456403
Financial Year: 2024
Taxable Income: 5299399 RWF
CIT at 30%: 1589820 RWF
Advance Tax Paid: 529940 RWF
Balance Due: 1059880 RWF",cit_filing,filing,5299399.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Kanombe Logistics
TIN: 333264702
Financial Year: 2020
Taxable Income: 707138 RWF
CIT at 30%: 212141 RWF
Advance Tax Paid: 70714 RWF
Balance Due: 141428 RWF",cit_filing,filing,707138.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Eric Nkurunziza
TIN: 366467312
Financial Year: 2024-10
Taxable Income: 4727280 RWF
CIT at 30%: 1418184 RWF
Advance Tax Paid: 472728 RWF
Balance Due: 945456 RWF",cit_filing,filing,4727280.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Isange Distributors
TIN: 902990996
Period: 2023-05
This notice informs you of a penalty of 770779 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,7707794.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Inzora Tech,
RE: Your TIN 667243311 – Notice of assessment
We write with reference to your account for the period 2020-06. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,757719.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Inzora Tech,
RE: Your TIN 117920106 – Objection response
We write with reference to your account for the period 2024. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,1265092.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Nyabugogo Transport
TIN: 853563434
Period: 2023-02
This notice informs you of a penalty of 390722 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,3907223.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Amahoro Construction
TIN: 675944565
Period: 2022-07
This notice informs you of a penalty of 725321 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,7253206.0
"FINANCIAL STATEMENTS
Umucyo Pharmacy
TIN: 162176039
Year Ended: 2021-02
Total Revenue: 666415 RWF
Total Expenses: 466490 RWF
Net Profit Before Tax: 199924 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,666415.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Solange Uwimana
TIN: 853229478
Financial Year: 2020-03
Taxable Income: 2178633 RWF
CIT at 30%: 653590 RWF
Advance Tax Paid: 217863 RWF
Balance Due: 435727 RWF",cit_filing,filing,2178633.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Rebero Holdings
TIN: 886983862
Financial Year: 2020-01
Taxable Income: 2854673 RWF
CIT at 30%: 856402 RWF
Advance Tax Paid: 285467 RWF
Balance Due: 570935 RWF",cit_filing,filing,2854673.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Rwanda Fresh Ltd,
RE: Your TIN 636452156 – Request for information
We write with reference to your account for the period 2024-03. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,1522634.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Chantal Habimana
TIN: 362585121
Period: 2020-08
This notice informs you of a penalty of 1269282 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,12692822.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Solange Mukamana
TIN: 391261014
Audit Period: 2020-10
Scope: VAT, PAYE, CIT
Findings: No irregularities found
Recommended Action: None",audit_report,filing,3536187.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Gahanga Agro
TIN: 930568802
Month: 2022
Total Employees: 99
Gross Salaries: 3100893 RWF
PAYE Withheld: 930268 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,3100893.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Alice Niyomugabo
TIN: 629741991
Period: 2021-12
Overpaid Amount: 7195638 RWF
Reason: Excess VAT input credits
Bank Account: 125071
Bank: Bank of Kigali",refund_request,declaration,7195638.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Kigali Trading Co
TIN: 459722166
Period: 2020-11
Nature of Payment: Services
Gross Amount: 6748632 RWF
WHT Rate: 15%
Tax Withheld: 1012295 RWF",withholding_tax,declaration,6748632.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Amahoro Construction,
RE: Your TIN 864131026 – Objection response
We write with reference to your account for the period 2022. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,1366395.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Ruliba Ceramics
TIN: 243359401
Month: 2023-02
Total Employees: 174
Gross Salaries: 371535 RWF
PAYE Withheld: 111460 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,371535.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Remera Electronics
TIN: 852398388
Audit Period: 2022-06
Scope: VAT, PAYE, CIT
Findings: No irregularities found
Recommended Action: Refer for further investigation",audit_report,filing,1380329.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Yvonne Mukamana
TIN: 536489528
Month: 2020-09
Total Employees: 120
Gross Salaries: 7405706 RWF
PAYE Withheld: 2221712 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,7405706.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Michel Bizimana
TIN: 987325945
Month: 2024
Total Employees: 42
Gross Salaries: 9759655 RWF
PAYE Withheld: 2927896 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,9759655.0
"FINANCIAL STATEMENTS
Gahanga Agro
TIN: 379351967
Year Ended: 2021-01
Total Revenue: 9691378 RWF
Total Expenses: 6783965 RWF
Net Profit Before Tax: 2907413 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,9691378.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Michel Uwimana,
RE: Your TIN 230409444 – Objection response
We write with reference to your account for the period 2020-01. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,20297020.0
